TDP1     NO 6507/8-1
TDP2          6507/8-1
TDP3            TD - GUFF                                                 0             TVDBTDD
TDP5   0.000000      0.00000
TDP5   4.000000      4.19308
TDP5   8.000000      8.38616
TDP5   12.000000     12.57924
TDP5   16.000000     16.77232
TDP5   20.000000     20.96540
TDP5   24.000000     25.15847
TDP5   28.000000     29.35155
TDP5   32.000000     33.54463
TDP5   36.000000     37.73771
TDP5   40.000000     41.93079
TDP5   44.000000     46.12387
TDP5   48.000000     50.31695
TDP5   52.000000     54.51003
TDP5   56.000000     58.70311
TDP5   60.000000     62.89619
TDP5   64.000000     67.08926
TDP5   68.000000     71.28234
TDP5   72.000000     75.47542
TDP5   76.000000     79.66850
TDP5   80.000000     83.86158
TDP5   84.000000     88.05466
TDP5   88.000000     92.24774
TDP5   92.000000     96.44082
TDP5   96.000000     100.63390
TDP5   100.000000    104.82698
TDP5   104.000000    109.02006
TDP5   108.000000    113.21313
TDP5   112.000000    117.40621
TDP5   116.000000    121.59929
TDP5   120.000000    125.79237
TDP5   124.000000    129.98545
TDP5   128.000000    134.17853
TDP5   132.000000    138.37161
TDP5   136.000000    142.56469
TDP5   140.000000    146.75777
TDP5   144.000000    150.95085
TDP5   148.000000    155.14392
TDP5   152.000000    159.33700
TDP5   156.000000    163.53008
TDP5   160.000000    167.72316
TDP5   164.000000    171.91624
TDP5   168.000000    176.10932
TDP5   172.000000    180.30240
TDP5   176.000000    184.49548
TDP5   180.000000    188.68856
TDP5   184.000000    192.88164
TDP5   188.000000    197.07472
TDP5   192.000000    201.26779
TDP5   196.000000    205.46087
TDP5   200.000000    209.65395
TDP5   204.000000    213.84703
TDP5   208.000000    218.04011
TDP5   212.000000    222.23319
TDP5   216.000000    226.42627
TDP5   220.000000    230.61935
TDP5   224.000000    234.81243
TDP5   228.000000    239.00551
TDP5   232.000000    243.19859
TDP5   236.000000    247.39166
TDP5   240.000000    251.58474
TDP5   244.000000    255.77782
TDP5   248.000000    259.97090
TDP5   252.000000    264.16398
TDP5   256.000000    268.35706
TDP5   260.000000    272.55014
TDP5   264.000000    276.74322
TDP5   268.000000    280.93630
TDP5   272.000000    285.12938
TDP5   276.000000    289.32245
TDP5   280.000000    293.51553
TDP5   284.000000    297.70861
TDP5   288.000000    301.90169
TDP5   292.000000    306.09477
TDP5   296.000000    310.28785
TDP5   300.000000    314.48093
TDP5   304.000000    318.67401
TDP5   308.000000    322.86709
TDP5   312.000000    327.06017
TDP5   316.000000    331.25325
TDP5   320.000000    335.44632
TDP5   324.000000    339.63940
TDP5   328.000000    343.83248
TDP5   332.000000    348.02556
TDP5   336.000000    352.21864
TDP5   340.000000    356.41172
TDP5   344.000000    360.60480
TDP5   348.000000    364.79788
TDP5   352.000000    368.99096
TDP5   356.000000    373.18404
TDP5   360.000000    377.37711
TDP5   364.000000    381.57019
TDP5   368.000000    385.76327
TDP5   372.000000    389.95635
TDP5   376.000000    394.14943
TDP5   380.000000    398.34251
TDP5   384.000000    402.53559
TDP5   388.000000    406.72867
TDP5   392.000000    410.92175
TDP5   396.000000    415.11483
TDP5   400.000000    419.30791
TDP5   404.000000    423.50098
TDP5   408.000000    427.69406
TDP5   412.000000    431.88714
TDP5   416.000000    436.08022
TDP5   420.000000    440.27330
TDP5   424.000000    444.46638
TDP5   428.000000    448.65946
TDP5   432.000000    452.85254
TDP5   436.000000    457.04562
TDP5   440.000000    461.23870
TDP5   444.000000    465.43177
TDP5   448.000000    469.62485
TDP5   452.000000    473.81793
TDP5   456.000000    478.01101
TDP5   460.000000    482.20409
TDP5   464.000000    486.39717
TDP5   468.000000    490.59025
TDP5   472.000000    494.78333
TDP5   476.000000    498.97641
TDP5   480.000000    503.16949
TDP5   484.000000    507.36257
TDP5   488.000000    511.55564
TDP5   492.000000    515.74872
TDP5   496.000000    519.94180
TDP5   500.000000    524.13488
TDP5   504.000000    528.32796
TDP5   508.000000    532.52104
TDP5   512.000000    536.71412
TDP5   516.000000    540.90720
TDP5   520.000000    545.10028
TDP5   524.000000    549.29336
TDP5   528.000000    553.48644
TDP5   532.000000    557.67951
TDP5   536.000000    561.87259
TDP5   540.000000    566.06567
TDP5   544.000000    570.25875
TDP5   548.000000    574.45183
TDP5   552.000000    578.64491
TDP5   556.000000    582.83799
TDP5   560.000000    587.03107
TDP5   564.000000    591.22415
TDP5   568.000000    595.41723
TDP5   572.000000    599.61030
TDP5   576.000000    603.80338
TDP5   580.000000    607.99646
TDP5   584.000000    612.18954
TDP5   588.000000    616.38262
TDP5   592.000000    620.57570
TDP5   596.000000    624.76878
TDP5   600.000000    628.96186
TDP5   604.000000    633.15494
TDP5   608.000000    637.34802
TDP5   612.000000    641.54110
TDP5   616.000000    645.73417
TDP5   620.000000    649.92725
TDP5   624.000000    654.12033
TDP5   628.000000    658.31341
TDP5   632.000000    662.50649
TDP5   636.000000    666.69957
TDP5   640.000000    670.89265
TDP5   644.000000    675.08573
TDP5   648.000000    679.27881
TDP5   652.000000    683.47189
TDP5   656.000000    687.66496
TDP5   660.000000    691.85804
TDP5   664.000000    696.05112
TDP5   668.000000    700.24420
TDP5   672.000000    704.43728
TDP5   676.000000    708.63036
TDP5   680.000000    712.82344
TDP5   684.000000    717.01652
TDP5   688.000000    721.20960
TDP5   692.000000    725.40268
TDP5   696.000000    729.59576
